time,mua685nm,mua785nm,mua830nm,mua850nm,mua915nm,mua975nm,mus685nm,mus785nm,mus830nm,mus850nm,mus915nm,mus975nm,HbO2,HHb,Water,Fat
0.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.00330392196,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,2.9996458694199997,4.667469501133408,-1.9827863316983696,10.117240208990472,-9.117240208990472
1.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.0030210531999999997,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,2.99929119538,4.268170526381582,-1.8126900692933776,10.080780716577438,-9.080780716577438
2.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.00270829492,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,2.9985977022199997,3.8266793537644856,-1.6246204695814344,10.032017136207225,-9.032017136207225
3.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.00423785772,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,2.99964394102,5.985817951673039,-2.544385930404021,10.20410298813639,-9.20410298813639
4.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.0028099311200000003,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,2.9982126210599995,3.970149528617557,-1.6857369313110584,10.049000628839028,-9.049000628839028
5.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.0025131065399999998,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,2.997077883,3.551150447647494,-1.5072486753158345,9.995741905617185,-8.995741905617185
6.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.0029362177,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,2.9995911822799997,4.148416304768144,-1.7616763006847174,10.068535973435711,-9.068535973435711
7.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.00257057512,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,2.99882222028,3.6322733863362457,-1.5418060108933733,10.006966401616037,-9.006966401616037
8.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.0035719228,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,2.9993357499199997,5.045780844685901,-2.1439421313186533,10.146646863821818,-9.146646863821818
9.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.00233911546,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,2.9994230050399997,3.3055437576052187,-1.4026233628571247,9.958576619889765,-8.958576619889765
